#,Lens ID,Jurisdiction,Publication Date,Publication Year,Title,Abstract,Applicants,Inventors,URL
490,092-938-646-770-19X,CN,2014-10-29,2014,Multistage thermal management battery pack,"The utility model discloses a multistage thermal management battery pack and relates to the field of batteries. The multistage thermal management battery pack comprises one or more battery boxes, one or more battery areas arranged in each battery box, at least one battery monomer placed in each battery area, a cooling pipe, and circulating components arranged in the battery areas, wherein the circulating components are connected in parallel, connected onto the cooling pipe to guide the cooling liquid in the cooling pipe into each battery area and also used for controlling circular flow of the cooling liquid in the battery areas. The multiple battery monomers are placed in the different batter areas, the circulating components for controlling circular flow of the cooling liquid in each battery area, and thermal management is carried out on each battery area respectively, so that a thermal management system is effectively simplified, the thermal management difficulty is reduced, and the thermal management efficiency is improved. In addition, the battery monomers are arranged in different areas, so that the impact between every two battery monomers is weakened, and the safety performance of the multistage thermal management battery pack is improved.",BEIQI FOTON MOTOR CO LTD,ZHAO XIANGRI,https://lens.org/092-938-646-770-19X
491,118-171-071-335-592,US,2022-01-13,2022,"BATTERY, POWER CONSUMPTION DEVICE, METHOD AND DEVICE FOR PREPARING A BATTERY","Embodiments of the present application provide a battery, a power consumption device, a method and device for preparing a battery. The battery includes: a battery cell including a pressure relief mechanism, the pressure relief mechanism being disposed at a first wall of the battery cell; and a thermal management component configured to accommodate a fluid to adjust a temperature of the battery cell; where a first surface of the thermal management component is attached to the first wall of the battery cell, the thermal management component is configured to be capable of being damaged by emissions discharged from the battery cell when the pressure relief mechanism is actuated, such that the emissions pass through the thermal management component. According to the technical solutions of the embodiments of the present application, the safety of the battery can be enhanced.",CONTEMPORARY AMPEREX TECHNOLOGY CO LTD,WU KAI;;WANG WEI;;HOU YUEPAN;;WANG PENG;;CHEN XIAOBO;;LI YAO;;LIN YONGSHOU,https://lens.org/118-171-071-335-592
492,118-231-572-450-822,CN,2019-12-03,2019,Power battery thermal management system and method,"The invention relates to a power battery thermal management system and method. A power battery thermal management system based on cloud control is established by using a digital twinning technology, and meanwhile, actual operation data and simulated operation data are collected for analysis and calculation, so that a reasonable thermal management control strategy is formulated, and the effects ofdelaying battery aging and ensuring system safety are achieved.",UNIV BEIHANG,YANG SHICHUN;;LI QIANGWEI;;HUA YANG;;ZHOU SIDA;;ZHOU XIN'AN;;YAN XIAOYU,https://lens.org/118-231-572-450-822
493,118-430-914-585-447,CN,2024-12-13,2024,"Thermal runaway management method, thermal runaway management system and battery pack","The invention discloses a thermal runaway management method, a thermal runaway management system and a battery pack. The thermal runaway management method comprises the following steps: acquiring first temperature information acquired by a battery cell monitoring module at a battery cell in a battery pack, second temperature information acquired by a temperature monitoring circuit at the battery cell, and first acquisition information of a fire-fighting assembly in the battery pack; and when at least one of the first temperature information, the second temperature information and the first acquisition information is abnormal, determining a geothermal runaway area in the battery pack, controlling the fire-fighting assembly to execute fire extinguishing in the battery pack, and controlling the gas collection assembly to collect gas in the battery pack, so that the monitoring of the thermal runaway of the battery cell is realized, and the safety of the battery cell is improved. And moreover, thermal runaway diffusion in the battery pack can be controlled in time, and waste gas generated by thermal runaway can be treated in time after the battery cells trigger thermal runaway, so that the safety and reliability of the battery pack are effectively improved.",WUHAN YIWEI ENERGY STORAGE CO LTD,FAN SHILIN;;FENG CHAOJUN;;CHEN ZHENGYANG;;GONG MUHONG;;GUI KE,https://lens.org/118-430-914-585-447
494,136-976-670-028-181,CN,2023-08-08,2023,Power battery charging method and battery management system,"The embodiment of the invention provides a power battery charging method and a battery management system. The requirement of a user for the charging speed can be met while the safety performance of a power battery is guaranteed. The method is applied to a battery management system (BMS) of the power battery, and comprises the following steps: determining a first charging current of the power battery; according to the temperature of the power battery, whether thermal management is carried out on the power battery or not is determined; if it is determined that thermal management is conducted on the power battery, thermal management current is determined according to the first charging current and charging pile power; the first charging current and the heat management current are sent to a charging pile, the first charging current is used for charging the power battery, and the heat management current is used for conducting heat management on the power battery.",NINGDE CONTEMPORARY AMPEREX TECH CO LTD,HUANG SHAN;;XU GUANGYU;;LI HAILI;;LI SHICHAO,https://lens.org/136-976-670-028-181
495,138-931-273-119-497,US,2023-06-22,2023,AUTONOMOUS AERIAL VEHICLE,"A modular autonomous aerial passenger vehicle is provided to automatically transport any person or luggage or capable of being used by the defense organizations for monitoring without any interference or need of human pilot. The autonomous aerial vehicle is comprising of an aerodynamic main body having 4 fixed arms each and 2 foldable arms each of which further having a pair of propellers coupled at the edge of each foldable arm, one at the top and one at the bottom. Further, the autonomous aerial vehicle further includes a power management system; safety system; interior cockpit having a HMI and seating arrangement, where the HMI is a brain computer interface that acquires signals from the brain and analyses them to convert it into commands. It includes a display unit and manual control unit; primary and auxiliary battery modules, flight control unit, plurality of sensors and cameras and other safety equipment for safe functioning of the present autonomous aerial vehicle.",KAMANI BRIJESH,KAMANI BRIJESH,https://lens.org/138-931-273-119-497
496,159-977-960-240-200,CN,2018-05-11,2018,Thermal management device and battery system,"The invention relates to the technical field of new energy source batteries and in particular relates to a thermal management device and a battery system. The thermal management device comprises a heat-conducting framework, wherein the heat-conducting framework is filled with a phase change material; the battery system comprises an upper shell body, a lower shell body, at least one battery moduleand at least one thermal management device; the battery module and the thermal management device are arranged between the upper shell body and the lower shell body; the thermal management device is arranged between the battery module and the upper shell body; and/or the thermal management device is arranged between the battery module and the lower shell body. According to the thermal management device and the battery system, provided by the invention, the heat-conducting framework is arranged in the battery system and the heat-conducting framework is filled with the phase change material, so that the efficiency of conducting heat from the battery module to a shell of the battery is improved, and furthermore, the heat dissipation of the battery module is improved, the heat dissipation capability of the battery system is improved, the temperature of the battery is improved and the utilization safety and the service life of the battery system are improved.",BEIJING NAT BATTERY TECH CO LTD,YU HAILIANG,https://lens.org/159-977-960-240-200
497,161-013-105-514-878,CN,2024-12-31,2024,Thermal runaway alarm method and device,"The invention provides a thermal runaway alarm device and method, and belongs to the technical field of battery thermal runaway. The method comprises the steps that a thermal battery module supplies power to a battery management module after the temperature reaches a first threshold value and is activated, a first power management module is connected with a control module, and then the first power management module supplies power to the control module according to the power supply state of the thermal battery module; therefore, the control module gives a thermal runaway alarm when the temperature reaches the second threshold value, and the safety and reliability of lithium battery management are improved.",CHERY AUTOMOBILE CO LTD,LI JIANFENG;;WAN QIANGSHENG;;CHEN ZHIPENG,https://lens.org/161-013-105-514-878
498,162-611-697-756-526,US,2024-11-05,2024,Battery safety system for detecting analytes,"A battery safety system includes a flow valve and a sensing device. The flow valve is disposed on a housing of the battery and includes a first valve that is embedded inside the housing and a second valve that intersects the housing. The first valve includes a cavity through which analytes released upon electrochemical reactions within the battery flow towards the second valve. The second valve extends through the housing to the outside, and defines an opening through which the released analytes exit the housing. The sensing device is disposed within the cavity of the first valve of the valve and is situated in a manner to be in fluidic contact with the released analytes as they flow from the inside of the battery to the outside. In some aspects, the battery safety system can detect a minute presence of one or more analytes. In some aspects, the sensor is in communication with a battery management system.",LYTEN INC,GIBBS GEORGE CLAYTON;;LIM SUNG H;;CHANG CHIAPU;;PATEL PARTH K;;KIM BEOMSEOK,https://lens.org/162-611-697-756-526
499,183-493-078-688-162,CN,2022-11-25,2022,"Control method of battery thermal management system, battery thermal management system and electric vehicle","The invention provides a control method of a battery thermal management system, the battery thermal management system and an electric vehicle. The control method of the battery thermal management system comprises the steps that the temperature of a battery module is collected; judging whether the temperature meets a preset condition or not; if yes, a corresponding battery thermal management working mode is called based on the temperature, the battery thermal management working mode at least comprises a cooling mode, a heating mode, a heat preservation mode, a safety mode and a balance mode, and the safety mode is used for controlling cooling liquid circulation preset time until battery thermal failure is stopped; the balance mode is used for controlling the cooling liquid to circulate for at least first preset time; the cooling mode is used for adding low-temperature cooling liquid to cool the battery for at least second preset time; the heating mode is used for adding cooling liquid with relatively high temperature to heat the battery for at least third preset time; the heat preservation mode is used for controlling the cooling liquid to circulate for at least fourth preset time. According to the invention, the problem of poor temperature consistency between battery cells and in the battery cells in the prior art is solved.",CHINA FAW GROUP CORP,LU JUN;;YU CHANGHONG;;SUN HUANLI;;LI LILI;;NAN HAI;;CHEN BEINA,https://lens.org/183-493-078-688-162
500,186-176-388-748-423,US,2024-01-11,2024,BATTERY AND ELECTRIC DEVICE,"The present application discloses a battery and an electric device. The battery includes: at least one battery cell; a thermal management component configured for accommodating a fluid to adjust the temperature of the battery cell; a connector provided between the first surface of the battery cell and the thermal management component and used for making the thermal management component attached onto the first surface, wherein the first surface is a concave-convex surface. The technical solution provided by the present application can improve the safety of the battery.",CONTEMPORARY AMPEREX TECHNOLOGY CO LTD,LI YANLEI,https://lens.org/186-176-388-748-423
501,002-048-663-824-621,CN,2016-04-13,2016,Recycling method for waste power lithium ion batteries,"The invention provides a recycling method for waste power lithium ion batteries. The method solves the problem that the complementary energy of the waste power lithium ion batteries can be effectively utilized and exerts the use value of the power batteries to the maximum extent. In order to realize the purpose, the technical scheme adopted by the recycling method is that the recycling method for the waste power lithium ion batteries comprises the following steps: firstly, information collection: examining nameplate and label information on a battery pack; secondly, performance detection: A, battery monomer voltage detection, B, battery monomer internal resistance detection, C, capacity detection, and D, self-discharge detection; and thirdly, utilizability judgment. The recycling method has the beneficial technical effects that the waste batteries are recycled to fully exert the use value of the complementary energy of the waste power lithium ion batteries; the consistency effect of the combination of the waste batteries once again is effectively improved through the system testing of battery voltage, internal resistance, capacity, capacity retention ratio and self-discharge rate, and then the service life of the recycled batteries is guaranteed.",SHANDONG GOLDENCELL ELECTRONICS TECH CO LTD,GUAN CHENGSHAN;;ZONG JIYUE;;LI TAO;;WANG YONG;;ZHOU HUI;;ZHANG JINGPENG,https://lens.org/002-048-663-824-621
502,004-766-435-064-834,US,2024-02-15,2024,RECYCLED DIESEL SOOT PARTICLES FOR USE AS AN ELECTRODE MATERIAL FOR ALKALI METAL ION BATTERIES,"This invention relates to alkali metal (Li, Na, K) ion batteries, electrodes for alkali metal ion batteries, and methods for manufacturing electrodes for alkali metal ion batteries.",UNIV SOUTHERN CALIFORNIA;;THE BOARD OF REGENTS FOR THE OKLAHOMA AGRICULTURAL AND MECH COLLEGES,CRONIN STEPHEN B;;YANG SISI;;ÇAPRAZ ÖZGÜR;;OZDOGRU BERTAN,https://lens.org/004-766-435-064-834
503,010-468-622-244-912,CN,2022-02-11,2022,Battery expansion damage treatment device based on lithium battery,"The utility model belongs to the technical field of lithium batteries, and particularly relates to a battery expansion damage treatment device based on a lithium battery, which comprises a placing plate, and a recycling box is arranged on one side of the surface of the placing plate. A second hydraulic pump drives a motor box to move downwards through a second hydraulic rod, and meanwhile, a third motor drives a drill bit to rotate through a first rotating shaft, so that punching is performed on the surface of the lithium battery, and electrolyte in the lithium battery flows out through holes and then flows into a recycling box to be recycled and stored; according to the lithium battery recycling device, the crushing and the electrolyte are separately treated in the whole recycling treatment process, so that the device is protected, the service life of the device is prolonged, and meanwhile, through holes are formed in a discharging plate, so that when a lithium battery slides into a crushing box through the discharging plate, the lithium battery is prevented from being damaged by the electrolyte, and the service life of the device is prolonged. And the electrolyte flows into the recycling box through the through hole to be recycled, so that the electrolyte separation effect is improved, and the usability of the equipment is improved.",SHANGHAI XIFENG TECH CO LTD,LI FANGYING,https://lens.org/010-468-622-244-912
504,017-293-906-553-613,US,2020-04-30,2020,Regenerated Lithium-Ion Cathode Materials Having Modified Surfaces,"A regenerated cathode active material comprises a core material comprising lithium and a transition metal oxide, the core material having a surface, wherein the core material is a recycled cathode active material that has been re-lithiated. At least two different lithium-ion conducting species are on the surface of the core material, and the at least two different lithium-ion conducting species are selected from AlF3, Li3PO4, and a lithium metal oxide. Another regenerated cathode active material for use in a lithium-ion battery comprises a core material comprising a transition metal oxide and lithium, the core material having a surface, and multiple lithium-ion conducting species on the surface, wherein the core material is a recycled cathode active material that has been re-lithiated.",NISSAN NORTH AMERICA INC,SHIN HOSOP;;HAN TAEHEE,https://lens.org/017-293-906-553-613
505,028-626-566-742-304,US,2021-07-22,2021,CATHODE RECYCLING OF END-OF-LIFE LITHIUM BATTERIES,Disclosed herein are improved methods and devices for recycling lithium cathodes from batteries.,ALLIANCE SUSTAINABLE ENERGY,PARK KYUSUNG,https://lens.org/028-626-566-742-304
506,069-080-899-878-213,US,2020-09-15,2020,Regenerated lithium-ion cathode materials having modified surfaces,"A regenerated cathode active material comprises a core material comprising lithium and a transition metal oxide, the core material having a surface, wherein the core material is a recycled cathode active material that has been re-lithiated. At least two different lithium-ion conducting species are on the surface of the core material, and the at least two different lithium-ion conducting species are selected from AlF3, Li3PO4, and a lithium metal oxide. Another regenerated cathode active material for use in a lithium-ion battery comprises a core material comprising a transition metal oxide and lithium, the core material having a surface, and multiple lithium-ion conducting species on the surface, wherein the core material is a recycled cathode active material that has been re-lithiated.",NISSAN NORTH AMERICA INC,SHIN HOSOP;;HAN TAEHEE,https://lens.org/069-080-899-878-213
507,069-320-715-854-736,US,2024-03-07,2024,MIXED CATHODE UPCYCLING,"A method for recycling secondary battery charge materials includes a one-step molten-salt process to upcycle mixed Ni-lean polycrystalline NMC cathodes into Ni-rich single-crystal NMC cathodes. The method includes receiving a recycling stream of charge materials from end-of-lifetime batteries, adding additional charge materials based on an upcycled battery chemistry intended for the upgraded, recycled battery, and sintering the combined charge materials for generating a single crystal charge material corresponding to the upcycled battery chemistry using a molten salt direct recycling process.",WORCESTER POLYTECH INST,WANG YAN;;MA XIAOTU,https://lens.org/069-320-715-854-736
508,072-849-616-362-603,CN,2023-06-09,2023,Recycling device for waste lithium batteries,"The utility model discloses a recycling device for waste lithium batteries, which belongs to the technical field of lithium battery recycling, solves the problem of poor recycling effect, and has the technical key points that the recycling device comprises a treatment box, the waste lithium batteries are placed in saline water in a saline water tank for discharging treatment, so that subsequent lithium battery crushing treatment is facilitated; the arranged crushing mechanism can crush the falling lithium batteries, a sieve plate can fall back and forth under the action of gravity, so that vibration is formed, blockage of the sieve plate is avoided, the arranged treatment mechanism can dry the crushed lithium batteries, the falling lithium batteries can be crushed again, metal can be adsorbed, and the service life of the lithium batteries is prolonged. The first filter screen can filter electrolyte in the lithium battery, the second liquid discharging pipe can discharge the filtered electrolyte, the second filter screen and the activated carbon plate arranged in the air outlet pipe can purify and sterilize exhausted gas, and the recycling device has the advantage of being good in recycling effect.",SHANGHAI YONGHAN MATERIAL TECH CO LTD,XIAO SHENGWEI;;ZHANG JUN;;WANG KEWEI,https://lens.org/072-849-616-362-603
509,084-951-820-687-516,US,2023-12-14,2023,SYSTEMS AND METHODS FOR PROCESSING AND MANAGING USED LITHIUM-ION BATTERIES,"A method for processing used lithium-ion batteries includes disassembling a used lithium-ion battery configured for a high-load application, inspecting cells of the used lithium-ion battery, charging the cells, and assessing a state-of-health of each of the cells by running a discharge test to determine an internal resistance and a capacity, comparing the internal resistance and the capacity with manufacturer specifications, and determining the state-of-health based on the comparison. The method also includes categorizing each of the cells into a reuse category, a repurpose category, or a recycle category based on the state-of-health of the cells and reusing the cells categorized in the reuse category in a battery configured for a high-load application, repurposing the cells categorized in the repurpose category into a battery configured for a low-load application, and recycling the cells categorized in the recycle category.",HIGHER WIRE INC,WARREN TREVOR,https://lens.org/084-951-820-687-516
510,091-729-580-214-23X,US,2024-10-31,2024,NICKEL-RICH BATTERY RECYCLING,"A battery recycling process recovers lithium from nickel-rich cathode material in a recycling stream of end-of-life batteries. A dilute acid leach of a high nickel content cathode material contains a mixture of sulfuric acid based on a molar quantity of lithium in the cathode material. The highly selective leach generates a lithium rich solution with a small amount of nickel removable by nanofiltration to achieve a highly efficient recovery of the lithium contained in the recycling stream. A quantity of the leach acid based on the lithium content and a quantity of water based on a total black mass of the recycling stream results in a highly selective, near pure lithium leach when the recycling stream results from high nickel NMC batteries such as 811.",ASCEND ELEMENTS INC,KIM KEE-CHAN;;GRATZ ERIC,https://lens.org/091-729-580-214-23X
511,115-837-516-991-517,EP,2024-04-17,2024,NICKEL RICH BATTERY RECYCLING,"A battery recycling process recovers lithium from nickel-rich cathode material in a recycling stream of end-of-life batteries. A dilute acid leach of a high nickel content cathode material contains a mixture of sulfuric acid based on a molar quantity of lithium in the cathode material. The highly selective leach generates a lithium rich solution with a small amount of nickel removable by nanofiltration to achieve a highly efficient recovery of the lithium contained in the recycling stream. A quantity of the leach acid based on the lithium content and a quantity of water based on a total black mass of the recycling stream results in a highly selective, near pure lithium leach when the recycling stream results from high nickel NMC batteries such as 811.",ASCEND ELEMENTS INC,KIM KEE-CHAN;;GRATZ ERIC,https://lens.org/115-837-516-991-517
512,119-297-284-558-482,US,2024-07-16,2024,Nickel-rich battery recycling,"A battery recycling process recovers lithium from nickel-rich cathode material in a recycling stream of end-of-life batteries. A dilute acid leach of a high nickel content cathode material contains a mixture of sulfuric acid based on a molar quantity of lithium in the cathode material. The highly selective leach generates a lithium rich solution with a small amount of nickel removable by nanofiltration to achieve a highly efficient recovery of the lithium contained in the recycling stream. A quantity of the leach acid based on the lithium content and a quantity of water based on a total black mass of the recycling stream results in a highly selective, near pure lithium leach when the recycling stream results from high nickel NMC batteries such as 811.",ASCEND ELEMENTS INC,KIM KEE-CHAN;;GRATZ ERIC,https://lens.org/119-297-284-558-482
513,138-242-855-903-982,US,2023-03-14,2023,Cathode recycling of end-of-life lithium batteries,Disclosed herein are improved methods and devices for recycling lithium cathodes from batteries.,ALLIANCE SUSTAINABLE ENERGY,PARK KYUSUNG,https://lens.org/138-242-855-903-982
514,144-758-594-566-272,CN,2023-10-03,2023,Lithium battery recycling system,"The invention relates to the field of battery recycling, in particular to a lithium battery recycling system which comprises a conveying device, a position correcting device and a testing device. As a common rechargeable battery, the lithium battery has the advantages of high energy density, long cycle life, quick charging capability, lower self-discharge rate, environmental protection, sustainability and the like, so that the lithium battery becomes an important energy storage option in various electronic equipment and electric vehicles; however, in daily production and life, the phenomenon that the lithium batteries are not used completely often occurs, and if the lithium batteries which are not used completely can be recycled and reused in other equipment, not only can resources be saved, but also considerable economic benefits can be generated; the conveying device, the position correcting device and the testing device can be matched with one another, and batch detection of the lithium batteries is achieved under the condition that the lithium batteries are prevented from being damaged.",JIANGXI ZHUOKAI NEW ENERGY TECH CO LTD,HUANG YINGSHENG;;SHI QING,https://lens.org/144-758-594-566-272
515,158-903-692-687-197,CN,2016-05-25,2016,Energy supply system and control strategy of lithium batteries of electric automobile,"The invention discloses an energy supply system and a control strategy of lithium batteries of an electric automobile, applied to energy storage and distribution of an electric automobile. Three super-capacitors are arranged between a lithium battery pack (1) and a motor and energy recycling system (2) of the automobile in parallel. With the system, the lithium batteries are less prone to large current charge-discharge impact, and thus the service life of the lithium batteries is prolonged extremely; as the life of the super-capacitors is long, the whole life of the system is prolonged, working conditions of large current discharging of the lithium batteries are reduced, and the safety of the batteries is enhanced. Current does not change greatly, so that the estimation on remaining capacity of the lithium batteries and the battery equalization are facilitated, and the algorithm complexity of a battery management system is lowered. Recycled energy is directly stored in the super-capacitors, does not need to be charged into the lithium battery pack to serve as power, and can be directly used by a motor, so that the recycled energy use ratio is enhanced, and the battery use cost is lowered.",UNIV SOUTHWEST JIAOTONG,HU GUANGDI;;GUO FENG,https://lens.org/158-903-692-687-197
516,178-997-561-588-493,US,2024-04-04,2024,NICKEL-RICH BATTERY RECYCLING,"A battery recycling process recovers lithium from nickel-rich cathode material in a recycling stream of end-of-life batteries. A dilute acid leach of a high nickel content cathode material contains a mixture of sulfuric acid based on a molar quantity of lithium in the cathode material. The highly selective leach generates a lithium rich solution with a small amount of nickel removable by nanofiltration to achieve a highly efficient recovery of the lithium contained in the recycling stream. A quantity of the leach acid based on the lithium content and a quantity of water based on a total black mass of the recycling stream results in a highly selective, near pure lithium leach when the recycling stream results from high nickel NMC batteries such as 811.",ASCEND ELEMENTS INC,KIM KEE-CHAN;;GRATZ ERIC,https://lens.org/178-997-561-588-493
517,180-871-563-591-838,US,2022-02-22,2022,Battery packs with cell module assemblies usable in multiple applications,"A cell module assembly includes multiple lithium-ion battery cells connected in parallel and an electronic controller. The electronic controller is programmed to receive useful life data for a useful life indicator of the battery cells, save the life data to memory to create a life data history, determine a life measurement based on the life data history, compare the life measurement to a first end of life threshold, determine if the life measurement has met the first end of life threshold, provide a first end of life output indicating that the life measurement has met the first end of life threshold, compare the life measurement to a second end of life threshold, determine if the life measurement has met the second end of life threshold, and provide a second end of life output indicating that the life measurement has met the second end of life threshold.",BRIGGS & STRATTON LLC,ZEILER JEFFREY;;SCHMALZ JACOB;;ZEIDLER NICK,https://lens.org/180-871-563-591-838
518,182-689-028-763-96X,CN,2023-09-12,2023,Lithium battery recycling equipment,"The invention belongs to the technical field of battery recycling, and particularly relates to lithium battery recycling equipment which comprises a recycling box body, and a feeding assembly, a cleaning assembly, a battery temporary storage assembly, an intermittent feeding assembly, a classification detection assembly, a first battery processing and collecting assembly and a second battery processing and collecting assembly are sequentially arranged in the recycling box body in the material moving direction. And the classification detection assembly is used for detecting the residual life of the lithium batteries and classifying the lithium batteries, the lithium batteries with long residual life enter the first battery processing and collecting assembly, and the lithium batteries with short residual life enter the second battery processing and collecting assembly. The lithium batteries can be classified and stored according to surplus values, resource waste is avoided, the classification process is automatic, manual inspection and sorting are not needed, manpower is saved, and meanwhile the utilization value of the lithium batteries is improved.",BEIJING TONGTANG JINYUAN TECH CO LTD,FENG DAWEI,https://lens.org/182-689-028-763-96X
519,188-332-766-741-304,CN,2020-01-17,2020,Lithium battery echelon utilization management system,"The invention discloses a lithium battery echelon utilization management system which belongs to the technical field of lithium batteries and comprises a lithium battery recovery detection unit, a lithium battery evaluation unit, a new energy electric appliance investigation unit, a lithium battery installation unit and a recycling unit. According to the lithium battery echelon utilization management system provided by the invention, a lithium battery is recycled, the remaining life of the recycled lithium battery is evaluated, a lithium battery device on the market is investigated, and the secondary utilization and repeated utilization of the lithium battery are carried out according to the performance of the device and the standard of using the lithium battery, so that the function of the lithium battery is achieved to the maximum extent.",CHEN YAN,CHEN YAN,https://lens.org/188-332-766-741-304
520,199-918-787-302-121,US,2021-10-07,2021,BATTERY PACKS WITH CELL MODULE ASSEMBLIES USABLE IN MULTIPLE APPLICATIONS,"A cell module assembly includes multiple lithium-ion battery cells connected in parallel and an electronic controller. The electronic controller is programmed to receive useful life data for a useful life indicator of the battery cells, save the life data to memory to create a life data history, determine a life measurement based on the life data history, compare the life measurement to a first end of life threshold, determine if the life measurement has met the first end of life threshold, provide a first end of life output indicating that the life measurement has met the first end of life threshold, compare the life measurement to a second end of life threshold, determine if the life measurement has met the second end of life threshold, and provide a second end of life output indicating that the life measurement has met the second end of life threshold.",BRIGGS & STRATTON LLC,ZEILER JEFFREY;;SCHMALZ JACOB;;ZEIDLER NICK,https://lens.org/199-918-787-302-121
521,017-339-690-162-410,US,2024-04-18,2024,METHOD FOR RECYCLING ALL TYPES OF LITHIUM BATTERIES,"The present disclosure discloses a method for recycling all types of lithium batteries. First, the lithium battery waste is acid-leached to obtain a solution containing most of metal ions. After filtering, the solution is separated from the remaining solids, and then the obtained solution is subjected to separate precipitation many times. After separately adjusting the pH value of the solution many times, adding precipitants with a high selectivity ratio, and matching with filtration and separation reaction, all ions in the lithium battery waste are sequentially precipitated in forms of iron phosphate (FePO4), aluminum hydroxide (Al(OH)3), manganese oxide (MnO2), dicobalt trioxide (cobalt oxide, Co2O3), nickel hydroxide (Ni(OH)2), and lithium carbonate (Li2CO3).",CLEANAWAY COMPANY LTD,LAI CHIH-HUANG;;CHANG HSIN-FANG;;CHENG TZU-MIN;;YANG YUNG-FA;;CHEN TSUNG-TIEN;;CHENG ZHENG-YU;;CHANG CHI-YUNG,https://lens.org/017-339-690-162-410
522,018-386-921-298-20X,EP,2024-12-11,2024,LITHIUM BATTERY RECYCLING METHOD,"This application belongs to the field of battery recycling technologies, and specifically, to a lithium battery recycling method. The lithium battery recycling method includes: performing split processing on a lithium battery to obtain a metal shell and an electrode assembly respectively, where the electrode assembly includes a roll core or a lamination; and recycling the metal shell. According to the recycling method in embodiments of this application, the lithium battery is not wholly crushed, but the lithium battery is split to obtain the metal shell and the electrode assembly. In other words, the metal shell obtained through recycling by using the recycling method in this application is not crushed, thereby ensuring reusability of the metal shell.",JEREH ENVIRONMENTAL PROTECTION TECH CO LTD,YU QUN;;YU XUEKONG;;YAN RONGJIE;;LI MENG,https://lens.org/018-386-921-298-20X
523,024-388-743-411-383,US,2018-10-16,2018,Cooling strategy for battery systems,"Embodiments describe a battery system that includes a first battery module coupled to a regenerative braking system and a control module that controls operation of the battery system by: determining a predicted driving pattern over a prediction horizon using a driving pattern recognition model based in part on a battery current and a previous driving pattern; determining a predicted battery resistance of the first battery module over the prediction horizon using a recursive battery model based in part on the predicted driving pattern, the battery current, a present bus voltage, and a previous bus voltage; determining a target trajectory of a battery temperature of the first battery module over a control horizon using an objective function; and controlling magnitude and duration of electrical power supplied from the regenerative such that a predicted trajectory of the battery temperature is guided toward the target trajectory of the battery temperature during the control horizon.",JOHNSON CONTROLS TECH CO,JIN ZHIHONG H;;SISK BRIAN C;;OBASIH KEM M;;JOHNSON MARK R;;WYATT PERRY M;;ALIYEV TIMUR L;;ZHANG ZHENLI,https://lens.org/024-388-743-411-383
524,024-406-191-025-287,EP,2016-11-30,2016,SYSTEM AND METHOD FOR DETERMINATION OF DETERIORATION OF LITHIUM ION SECONDARY BATTERY,,TOYOTA MOTOR CO LTD,TAKAHASHI KENJI;;TOMURA SHUJI;;HAGA NOBUYASU,https://lens.org/024-406-191-025-287
525,024-798-224-706-173,US,2023-11-09,2023,"RECYCLING METHOD FOR LITHIUM-ION BATTERY, RECYCLING FACILITY, VEHICLE SEAT, AND METHOD OF MANUFACTURING VEHICLE SEAT","This invention has an objective to increase the collected amounts of lithium contained in a lithium-ion battery. A recycling method for a lithium-ion battery comprising: a first discharging step, which increases an amount of lithium included in a cathode active material by discharging the lithium-ion battery via a load with a first resistance value; a second discharging step, which further increases the amount of lithium included in the cathode active material by discharging the lithium-ion battery via a load with a second resistance value lower than the first resistance value; and a collecting step, which collects the cathode active material from the lithium-ion battery after the second discharging step.",APB CORP,HORIE HIDEAKI;;SHINDO YASUHIRO;;NAKASHIMA YUSUKE;;KUSANO RYOSUKE;;SUZUKI KAHO,https://lens.org/024-798-224-706-173
526,027-538-160-316-923,CN,2024-11-15,2024,Recyclable battery for electronic cigarette,"The utility model discloses a recyclable battery for an electronic cigarette, and relates to the technical field of electronic cigarettes. The recyclable battery for the electronic cigarette comprises an electronic cigarette atomizer, a protective shell is attached to the surface, away from a smoke cartridge, of the electronic cigarette atomizer, and a lithium ion battery is fixedly installed in the protective shell. According to the utility model, the lithium ion battery is sleeved with the protective shell, so that the mechanical strength of the lithium ion battery can be improved, the lithium ion battery is not easy to damage in the assembly process of the electronic cigarette, the scrap of the lithium ion battery is reduced, and the lithium ion battery and the electronic cigarette are directly connected through the TYPE-C port, so that the assembly of the electronic cigarette is simple and the automation is easy to realize; the lithium ion batteries are integrally arranged to be detachable, so that the lithium ion batteries can be fully recycled, materials are fully utilized, resources are fully recycled, the lithium ion batteries in the independent batteries are easy to recycle after the service life of the lithium ion batteries expires, resource reutilization is realized, and environmental pollution is reduced.",HUIZHOU HONGTAI TECH CO LTD,HU GUOHAO;;WANG SHAOYING;;ZHONG QIANLI;;ZHONG SHENGYUE,https://lens.org/027-538-160-316-923
527,030-745-899-802-102,CN,2018-10-09,2018,Method for preparing lithium ion battery from recyclable resources,"The invention provides a method for preparing a lithium ion battery from recyclable resources. By matching novel electrolyte of a lithium ion battery and recycling effective ingredients of the lithiumion battery, the resources are saved, the cost is reduced, as well as energy conservation and environmental protection area realized; and in addition, the electrolyte is stable in performance, and cyclic life is remarkably prolonged; and the method is suitable for industrial production.",ZHU WEI,ZHU WEI,https://lens.org/030-745-899-802-102
